text,Dialect
فين كاين المرحاض,MA
ماعرفتك يا ختشي هو انتي عاوزة تهربي لي زوجي المستقبلي تخليني بايرة,MA
جمال سليمان صقر قريش مافهمت والو ولكن بغيت ندير ايدي معاكم,MA
بغيت نصلح ساعتي كاتدير تأخير ديال جوج دقايق فالنهار,MA
قتلتيني بالضحك ناري ناري نهار الاربعاء نخرجو نتقهواو فلا كوت اوك,MA
وقتاش غادي تخوا شي طابلا,MA
وصل والصحافة والاعلام الاسباني كلهم دارو معاه استجواب وكلين تعاطف من جانب الصحافة الإسبانية معاه,MA
ناري اشنو كنت تنكتب,MA
فهمت غادي نشوف مع الطاقم ديالنا,MA
تستاهلي حسابك أنيق مثل روحك,MA
فاش كتلقى الي باغي يكريسيك من ولاد السيكتور,MA
انت مختفي فين يا كابتن بتحضر لعمل جديد فرمضان,MA
سلام كيلو ديال النوات الى طحنتيهم وعصرتيهم غيخرج ليك فيه ليتر ديال الزيت والمعلومة خرا الاخ لي قال فيهم نفس الراءحة اكيد لا ريحة ديال الزيت ديال الاكل مجهدة وزوينة ماشي بحال ديال التجميل تكون شوية شكل نتمنى نفيدكم,MA
أنا غادي ندوز ليك السيد سوزوكي,MA
جمع هادو بوحدهوم دير الشريط في كل واحد عافاك,MA
فاش تانقرى كتابات بعض الناس فالفايبوك كايبدا يدخلني الشك واش حنا حاكمنا القدافي ولا مبارك وماجاورهما تنادي,MA
تصبحون على خير متنساوش راكم عزاز واله,MA
مع الوقت نشوفو,MA
كاتبيع التنابر البريدية,MA
الطريق لي فيشرمانز وارف عافاك,MA
فين غادي فيناوا غادي,MA
السيدة قد ولدي الصغير وحنا مزالين معصبين منا,MA
كا ناخد الدروس ديال البيانو مرة في السيمانة,MA
رجعتي رجعتي سخونة,MA
واش عشرة دولارغتكون كافية بالطاكسي,MA
بغيت شي صمطا,MA
وايلي,MA
الشمس والقمر وزحل حاجة تانية معرفتهاش في السرطان عطارد في البيت الثامن,MA
منتخب مصر ناقصو ازارو علاش مخداوهش معاهم,MA
إمتى صار هذا الشيء,MA
واش نقدر نكري طوموبيل,MA
انا علقت على هاد التويتة ماشي على لي قبل ولا على لي من بعد,MA
ها هي الفاتورة ديالك,MA
وكون غير يشجعو بلا ديك حمد اله حمد اله كرهوني فيه وفيهم,MA
المهم في حالتين مستفيد عشت التجربه,MA
اي حنا غير ديال الفراجة وهما يديو النقط,MA
اله باسم فشله قاسي هو من يتعاطف معه صدمته كانت قوية الشتيمة اهم اسباب الفشل لباسم القطيع الي وراه قال ايه بيدفعه عليه,MA
واش الحلم ديال نعاس النهار دايز,MA
شنوهوا بغيتي تقول بلي اليابان كاياكلو هادشي,MA
احسن خلوه في حالو لاتجيه شي اصابة,MA
اشحال تكلفة التغير,MA
أول مرا كانشوف هاد الوديان لكبار,MA
اخي عبد العزيز عطيها بلوك وخليها توخر عنا حسابتنا مو ناقصة,MA
عافاك ماتكميش فهاد الوقت,MA
نقدر نمشي على رجليا,MA
واش عندك جولة ديال نهار كامل,MA
ايوا كذا لا دا احنا نعجبوكي بالمصري اي خدمة ياهانم تحت امر حضرتك,MA
داكشي الي كنشوف اما واحد تصرفيقة واله حتى ترجع منين جات,MA
انا معايا ولاد وبنات تيجيو بالميك اب داكشي الوان قوس قزح وفي كامل اناقتهم وانا توصل دالنهار وانا مزال مبوقه معرفاش اع واش لابسه بقالي غير الميك اب,MA
طوموبيلتو كانت غادية بسرعة كبيرة,MA
واش باقي شي أرض فالمغرب كاتسوى درهم لمتر مربع واش أملاك الدولة سايبة تذكروا من الي قلت لكم,MA
انت بتقوله الي عملته دا ضد المبادئ المبادئ الي هي ايه انه يكون وفي لناديه ميعملش شيء يضره هو عمل عكس,MA
سيدة الي كندوز عندها سطاج عندها واحد مولاي القط متوحش اليوم بقا علينا مياو مياو مياو معطيناهش ياكل ناض هجم علي انا والبنت اول مرة نشوف بحال هاد الخليقة,MA
واش تبغي تشرب شي حاجة من البار,MA
كانتمنا ليك زواج سعيد,MA
بغيت نمشي من نيويورك لتورونتو,MA
واقيلا هادا سميك شوية واش عندك شي واحد ارق منو,MA
الهلالالقادسيه البليهي شنو اقول شنو اخلي,MA
وقتاش كايحل الحانوت,MA
غاسمعو المديعة قالت كاين تعصب بدا كل واحد يقرا كتاب كيف تاخد جنسية التاني فاربعة ايام حتى ديالنا قراوه,MA
حنا قرينا فعهد نتيجة صفرا مكانوش فيها ملاحظات يمكن,MA
اها ماكنت اعرفه واله انت طلعت داهية,MA
لا هالعار واش هادشي بصح مافهمت تا وزة واش هادشي بايوليو يقريوه ليهوم نيت زعما التربية والتعليم يا حسرة زعما اشباو يوصلو لينا هاد الناس,MA
واش هادي المحطة ديال الميترو ولا تران عادي,MA
أنا كينجي,MA
دندونتي انا جايا نفطر معك ماورايا شي,MA
رآه ديما موجود بكمية كبيره غير الحاجة مني تطلع متنزلش تبقا غير تزيد تطلع,MA
واش نقدر نرجع ليك بجواب هاد الجمعة,MA
البعالك ديال دابا فاش كيدخلو حمام العيالات,MA
راه داكشي الي فالواقع هو الي مطبقينو في تويتر,MA
واخا تشرح لعامل ديال التلفون,MA
أحبك يا نجمة الحلوة لأنك روح جميلة تستحق الحب,MA
معرفت حتى شنو ندير فيها نشبع غير سبان,MA
عافاك ديني لتما,MA
يا أهلا سهلا اله يبارك فيك شكرا كيف الاحوال,MA
ميهاما هي المحطة الصحيحة لديزني لاند,MA
واش مجهدين,MA
بغيت شي تفاح عافاك,MA
عندو السلاح,MA
ومالها على هدا الحالة تمشي لبحر بنصها لتحتاني وتخلي الفوقاني في دار مخبي,MA
بوعزة نيت قلة مايدار,MA
بشحال ايلا بغيت نصيفطو,MA
خاصك تمشي تشوف نارا كيوطو نارا كاتحافض على الجو لقديم ديال اليابان المعابيد ديال البودين المزارات ديال الشنتو التنانين لي كايلعبو على راحتهوم الجرادي,MA
كايبان بلي كاين مجال لتحسن,MA
ها علاش المزكيطي كيعجبني كيجلس تيعيا وكيكتب شي تغريدات سم في بلاصتي داك الشي لي في راسي كيبرد ليا الغدايد في راسي,MA
احنا مساكين يا روحي,MA
كاين شي فول سيدني,MA
كيفاش نعيط لمكتب الاستعلامات,MA
فأقل من ايام ربحنا بنص دزينة وطلعنا لسما ومن بعد جانا كادو من عند الغابون وفالاخير ضيعنا بينالتي والربح,MA
مكن تقوليالبلايص المثيرة لاهتمام هنا,MA
طوموبيل لناس لي مكيكميوش عافاك,MA
واله الا بزاف هاد السيمانة,MA
التعليق لي اتفقتو عليه جميعا سبحان اله تطيرو فرحة لما تشوفو مغربية عادية واله هالشي ضدكم لاسف ومش حاسين لانه يبين النقص الفظيع لي عايشينه كل همكم الشكل الخارجي فقط,MA
نعم عندنا حجز ليك,MA
الزوجة ديال امرابط علقت على صورتو فالانستجرام الاسد ديالي هجمو عليها البنات وقالو ليها هذا الاسد ديالنا كلنا وراه الشرع عطى,MA
إيلا بغيتي الخدمة ليوم واحد الثمن الإضافي غايتزاد بنسبة خمسين فالمائة واش مزيان بالنسبة ليك,MA
الطقس معتدل,MA
مصر امنة تخيا مصر ينعل ابو الجزيرة كل الي بيتفرج فيها بيصدق هذا الاعلام الحقير المسيس,MA
اله يسعدك يا اشرف متسكتش ليه عطيه العصؤر كاس كبير,MA
اله يرحمها ويغفر ليها ويثبتها عند السؤال,MA
اشمن نوع دالطبخ كيعجبك,MA
واحد الشوافة عندها جوج لنات بلا زواج وكيجيو عندها البتات باش تدير ليهم القبول وجلب الحب,MA
صعب نتناقش مع شعب مابيعرف من الكورة غير اسمها,MA
الشعور الحلو لما تحب شخص ماتدري كيف حبيته ومتى وعلى اي اساس بس كذا من ربي دخل قلبك حقيقة,MA
دخل الكود بين ديالك عافاك,MA
عظيم كنت كنبحث على طاكسي ولكن هادا أحسن,MA
هاهيا جوج دولار خلي ليك الباقي,MA
وباز وخا نكون عدوتكم تسولو عليا واش مريضه واش ميته واش حيه اواه هاذ الشي راه فات القياس مسمومين اله يستر,MA
بلا جمهور هو ولا شي لو جمهور من عينتكم متأكدة أن اهاب يفضل يعتزل ومايكونش عنده جمهور بحالكم معروف شكون لي بلا جمهور ما تسوى,MA
الى مكاين ما يتقال الى كاين بزاف ما يتقال,MA
كنحس بالبرد المعدة ديالي كتألمني بزاف,MA
ماحب كلامهم ماعرفله بعدين في احلا من الشعب الهلالي باسيا,MA
اله یشفیها ترجع لحضنک سالمة یا رب امین,MA
دخلنا عليكم باله بغيت نعرف لاش كامل هاد تصويرة,MA
واش مكن تفسر لي المرض ديال بالغة الإنجليزية,MA
اله يسلمك ازين وانتي اش خبارك,MA
انت لي مصدع الدنيا وتقلب على الصداع,MA
مكن توريني كيفاش ندير الوقود,MA
فالاخر شفنا الرد ولا واحد عبرها خصوصا ابتسام عملت لها فيديو وشفنا رد بارد وزيد وزيد,MA
راه عرفت زعما لو,MA
كتعرفي المعلمة ايرݣي هادي مكاينش الي مكيعرفهاش في الغياتن,MA
ختم اله لنا بخير,MA
دورت وجهي لسبورة وبديت نضحك قبل ميضحكو عليا هاد تلامذ لي جاو,MA
معرفت مبقيتش عاقله شنو كان السباب واش الرجاء شي مره معرفت مشات ليا الذاكرة,MA
انتي نجمة وماكينش الي يستاهل القب من غيرك انتي الاجدر والاحسن مع احترامي لجميع وانشاله القب مغربي يا فنانة وديما مغرب,MA
حنا متأخرين شوية لكن ماتخافش,MA
حنا مكانجيبوش هدايا لاستقبال عوض هادا الضيوف كيجيبو الفلوس,MA
شناهما مصاريفك الشهرية المتوسطة دالفاكس الدولي,MA
البحت بين بالي اربعطاش فالمية دالناس الي سولوهوم يمكن يشريو منتوج بحال ديالنا إلا كان أقل من خمسين ألف دولار,MA
قهرتيها مسكينة هاد البنت,MA
قطع الأطراف بعد بيرمانونت عافاك,MA
بغيت نعرف واش من المكن نصيفط هاد المجموعة المواعن لطوكيو,MA
فين كاين بارنز اند نوبل,MA
وراه فالعالم كله انا مادخلته ولكن راه عندهم الذباب وجيش اعلامي طلعوه تراند فالعالم كله بلآلف التغريدات,MA
وا ميمتي مقدرتش نحبسها من نيتك كتردي عليه انا واله قتلني بالضحك,MA
بس ماحكيت على السعوديات لي بتناك مع البنغالي الهندي في قاع بتكم تفو عليك ياديوت,MA
هادي بوحدها درهم كاتجي وسط المراح,MA
هادي يومين كنت نشرت المقولة المأثورة لوزيرنا فالتعليم العالي الي بغى يقري ولادوا يدير يدو فجيابو الصديق,MA
معندهموش حاجة اخرى غير الاضاءة,MA
انا كي سمعت غدى يرجع قالت آخر شهر ليا مع ساعة مازال من نهار الاتنين وانا نتسنا,MA
اله احنا لعجايز,MA
ماشي مرأة ولا كون دارو جورجينا صاحبة كريستيانو احسن ياك,MA
بغيت ندخل لحصة ديال لتينيس غي ساعة,MA
غتوصل رسالة الفلاس ودابا تشوفي,MA
عندنا ينزل عليك بلا رحمة بلا شفقة وتقول دمعة تنزل منو مكرهش كون,MA
كان شعورا بدرب لوبيلا,MA
عندي دمالة,MA
وجودنساءبتويترجميل يعني مرحبا بي بينكم وبالمغربية مرحبا بيا عندكم الزوينات,MA
لا شكرا,MA
واش هاد القطار كايمشي مباشرة لإيدنبره,MA
ولد خالك صاحبك الي ديما لاصقك في الاخير ولد خالك,MA
واش عندك شي صباط بالقمقومة,MA
بغيت نبدل الطلب ديالي,MA
بغيت مقابط النشير,MA
فين هاد الشي,MA
فين جا مكتب الرحلات الغير مباشرة,MA
اصلا شرفو لكن كان عندنا امل فكاس أفريقيا ساعة مابانش ليا,MA
انا له انا اليه راجعون اله يرحمه ربي يصبركم حبيبة,MA
مايمكنش ليا ندبر هاد الشي بوحدو,MA
وايضا هناك من هم منا مغاربة أيضا انت تغرد لمصر او قطر ويخرج لك واحد من عندك انت اخواني,MA
النهايالهلالالنجمالساحلي باذن اله البطولة هلالية مالها الا زعيمها مابروح الدوام لعيون الحوب ديالي,MA
شي حد اقتحم الغرفة ديالي لبارح فليل,MA
اكيد الزعيم غير لكن ما يضر شي اذا تابعنا فرق ثانية,MA
شحال كا يوزن هادا,MA
عادي جسمة وهو حر فيه حرية شخصية,MA
شنو يحسابك انا ساهلة ماعرفتيني انا اعبر,MA
بغيت ليهم الاقصاء هزائم بحصة عريضة,MA
قلت ليكم نشوفو سيناريو ماتش مصر وبعدها منتفرجوش فالمغرب لانه نفس ثم على نفس الملعب لا هادشي بزاف,MA
بغيت نشوف هادا,MA
رسوم الغرفة هي ستة آلاف ين ليلة,MA
كنظن اصدقائي كليتو غي الحلاوة,MA
لعب عيال بخرب بيت السياسة,MA
قولي ليهم انوضوا يصليو الضحى,MA
الطيحا ديالي كاضرني,MA
معنديش لا مضارب ولا احذية,MA
حتا انا غادي,MA
أنا اختي المش ديالي كان تيجي يعضني,MA
سمح ليا مانديرو أسيدي,MA
اليوم هيت راديو مومو قال لمنشطة معاه انشاء اله تكوني شي وزيرة ردات عليه وزير دبا ولات معيور الهيبة مشات يا جدعان,MA
اش جاب طز لسلام عليكم كل هالاوصاف فيه وبردو مطير النوم من عينكم وخايفين لأنه عنده فانز هناك ريلاكس بيبي,MA
فينا غير الهضرة هاهي مصر جات غير من جنب خدات تنظيم كاس افريقيا كيف ربحات بتنظيم غادي يبقى الكاس عندهم راه عندهم صلاح فخر العرب واش كضنو انا غادي نجيبوه,MA
انا لي كنعرف كيقولو سواسة,MA
تنهي دة طويلة مي خالف اله عار,MA
بغيت ندوي على الانتخابات مكناس عيت نقلب ماكاينة غير لائحة الي كادور واش باقي الأحزاب كونجي ولا الشناقة,MA
اله يجيب لي يفهمنا,MA
متفرجتش في الماتش مي ماشي بنلتي,MA
إحباط تهريب هواتف نقالة وأجهزة إلكترونية بميناء طنجة المتوسط إحباط تهريب هواتف نقالة وأجهزة,MA
واش نجيب ليك شي حاجة تشربها,MA
بغيت كسوة حمرة,MA
واخا راه خاصهم غير اش ينشرو,MA
أنا نضبر ليك باش ما تطوليش,MA
طاحتلي الشوكة عافاك جيبلي وحدة آخرى,MA
انا اتكلم علي يشتمونا اصلا موضوع الزعيم هذا موضوع تاني,MA
كل سنة وانت طيب يا فنان,MA
هاد الوعاب لي كاتميزي فيهم ساهلين يوا الروليت خاصك غي دير لبياسا ولا لفلوس شي نمرا,MA
قال كتفه يوجعه قال هذا مثل,MA
جاك الخير لالة,MA
كيف تقوم بتفعيل خاصية الزوم في ماينكرافت لجوال بدون مود,MA
الهلالالقادسيه اله نواف قتلكم استنو واحسبو,MA
السلام عندي حجز,MA
خلاص بشوفها بالجوال فالهم ال,MA
غجارة الحاجة ديال امها فين ماكان,MA
بغيت نتسجل في الرحلة ديال شلالات نياكارا,MA
عافاك قول ليا فين كاينة بلاصتي,MA
اي نوع ديال الوقود كاين تما المزيان العادي والنقي,MA
واله صحيح في ايام ولحظات ما مكن تنعاد,MA
جاك الاعفاء على سلامتك,MA
بغيت شي طبيب يجي لغرفة ديالي عافاك,MA
الام المغربية ملي مكيبقاش ولدها يسمع كلامها كتقول اجي نزوجو واخا ماصالح لزواج المهم باش ترتاح منه بغيت نقول عليه اوا كيكون شي عرس كتقول له نتا الي غتمشي معاية ملي كيدخلو كتقول له جلس لهيه خليني انا نجلس في طبلة مع خالتك رقية راه مزال عندها بنت صغيرة المهم كتجلس,MA
مش عايز يفتح معيا كثير مواقع هيك,MA
حتا انا كانمشي نعس معا لعشرا ليل كانطيح دودا,MA
أي سيري واعرة كاتكون فيها سيزون حسن,MA
واش عرفتي شكون هذا,MA
يا عمري غزال تبارك اله اله يحفظه يشبهك بس نسخة طبق الأصل,MA
إوا كانتمنى نرجع ليابان نحصل على وظيفة مزيانة فوحدة من أكبر البانكات,MA
شنو بغيتي تشرب,MA
طيب شنو نسوي يعني السفر اهم من الشوبينغ,MA
ها المقاطعة فين وصلاتهم,MA
ادري واله والنعهم فيك وفبلدك,MA
دابا علاش كتبغيو تزيدو تنكدوها علينا علاش,MA
الخوت سلام عليكم إمتا هيبدا كأس العالم واش غيجي فرمضان,MA
اله يبارك حتى أنت عروستك بحرينية وبنقاب كمان,MA
واش عندك الصرف لعداد ديال الموقف,MA
ايه ده في ايه,MA
واخا خليك معايا فالخط السيد ناكاجيما كنظن بلي السيدة سايتو مكتجاوبش على المكالمة واش تبغيني نصونيلها لفترة أكثر,MA
حسب مابلغني هؤلاء طالب تركي حافظين القران الكريم وتم مكافآتهم بعمل عمرة جماعية,MA
واش الور ديال الشارع خطير,MA
ياربي السلامه على صهد هاد الايام واليوم صافي بزاف,MA
ماعرفتش لاش جايبين ميليتاو الا مكانش غادي يلعب,MA
سمح ليا أنا براسي ماشي من هنا,MA
شوفها من الناحية الإيجابية لعبنا ضد اسبانيا الحكم البارة تعادلنا سي با دوني تولموند,MA
النصيري تيسمي ال بالتلفزة اخويا ظلمونا بالتلفزة اخويا مبغاوش يعطونا التلفزة ولكن شفتو الهدف ديالي فالتلفزة ياك سمح لينا اخويا,MA
الكتاب لي خاص كلشي يقراه,MA
هاكداك ماكنتش عارف بالي خاصني على الأقل شهر باش نحصل على بطاقة الائتمان,MA
مابغيت حتا حاجة من الحجم الكبير,MA
اودي راه غير شادين تقرقيب الناب اما مكيهولونيش,MA
هو فحام بياخد كام بعرفو هي مزلوطة ادن هاهاها,MA
العفو العافية الستر,MA
شحال وقعات حدنا من مرة كيقطعو طريق بالحجر وكيسرقو ناس وهاذشي ماشي اول مرة كان قالي بابا شخال هاذي كيحطو فطريق الحجر كبير يحبسو طريق فاش تنزل تحيدو يسرقوك وكاين بزاف اله يهدي ماخلق,MA
دوم ضحكة تصدق شتقت اشارك بخطافياتك زمان عنها,MA
إينا طابق,MA
بصحة وراحة كبي شي كاس,MA
هادا ماشي كوبون هادا التوصيل ديال التسجيل,MA
اله يوفقك اخويا ونتمناو تكون اغنية صداع بحال مادرنا والو وعلاش لا احسن,MA
واش عندكم شلادة خضرة,MA
نعم هادا سوكاغو ميانشي من الغرفة تلاتة زيرو تلاتة,MA
غدا يوم آخر,MA
هنا بغيتو يتعاود بخمسة سنتيمتر,MA
واش كاينا شي مدرسة ديال الغوص خدامة,MA
شكرا اسماعيل ربي يخليك انا مقلقة منك معرضتيش عليا عرس بنتك,MA
عافاك بدل المصباح الكهربائي,MA
وا بزاف راه ميتين,MA
جيب ليا لفطور عفاك,MA
كنفضلو طبلة قريبة لسرجم,MA
جاوبو وجه البراد مقاطعون,MA
آبتعدنآ ۈيشهد آل آن قل بي لڪ قريب آبتعدنآ ۈفي خيآلي صۈرتڪ مآ تغيب آبتعدنآ ۈشۈقي لڪ حآضر ۈدآيم يزيد,MA
في فندق إسم مضحك ياك,MA
قلتها لماما زفات عليا بصندلة,MA
اله يحفظك الكبيدة راك مازال مانعستي,MA
اله يعطيك الصحة راه غير صورة ولقيتها اما مكليتشاي,MA
الزنقا تنينو تلاتين,MA
عندي جوج قرعات ديال الكونيك,MA
عندي سروال مخط,MA
منال مابقاتش تبان عسى المانع خير ان شاء اله,MA
باش يقرا,MA
لأسف ضيع القب وضيع معه التصنيف,MA
في المغرب ماعندناش شي حاجه اسمها الحب بكثر ماهو ولف الاعتياد هو شي حاجه في الثقافه ديالنا,MA
نقدر نعطيك فورد موسطانك سبع سنين بخمسين دولار في السيمانة مع الميل ما محدودش,MA
واش كاينا شي كوميسارية هنايا,MA
الشخص المحاط بالكثير من الناس تاكد انه اكثر الناس وحدة,MA
هاد الايام بزاف عند صحاب الطاكسيات الحمرين والبيران,MA
الحقيبة ديالي معطوبة,MA
باقي عاقل آخر عيد ميلاد لي مشيت لدار لقيت الضو طافي يحسابلي دايرين لي مفاجأة دخلت لقيتهم ناعسين,MA
الناس بعدما حطو صورهم وهما مصيفين فالبحر دبا تيحطو صورهم من عرسهم وحنا الاصنام كالعاده نكتفي بالمشاهده,MA
صدقات ليه هادي وفضحنا بيها,MA
كون هاني غادي نريزيرفي ليك طابلا مخيرا سميا,MA
الكعبي تبيدق باش يرجعوه لائحة المسافرة لمصر معمرك غاتطفرو,MA
شحال من ميل لبوسطن,MA
غادي تقولو مالنا اشنو غادي نديرو لا نديرو بزاف ونعالجو بزاف المشاكل نوصلو صوتنا دابا مواقع التواصل الإجتماعي حكم ثاني أكثرمن الحكم الرابع,MA
وصلت لهنا على متن الرحلة الجوية البريطانية رقم واحد خمسة جوج,MA
واش كاين شي بلايص فهاد المنطقة موصين بيها بزاف,MA
فين نقدر نلقا سوبر مارشي,MA
لا صافي باراكا,MA
المشكل في المغاربة انهم يضحكو على البهاوي فشيحاجة عادية جدا لا من جهة الدين ولا من جهة الصحة ولا من جهة السايكولوجي واحد الخترة جمعت تلاميذ تاعي وبديت نشرح ليهم عن الاستمناء بكل وضوح وقلت ليهم ماشي عيب العادة,MA
واله وأعلم ثاني أخويا,MA
هادشي يمكن لي غادي ندير,MA
معلش يلا حطو الكاس في طياره,MA
واش كاين خدمة الطوبيس لمتحف فورد,MA
اكيد بسومتنا بدون منازع,MA
هاذ زمان يمشي شي يجي شي غير أرى ماعندهم حنا ماهمنا راسنا دابا شوفو ولادكم العياشة اش غادي يوقع ليهم من ورانا بعد زمن ايلا ماتحركتوش المغرب,MA
أنا لي قاهرني أبتسام من صبح ما ٱكلت مريضة طلبت دوا ما جابوه بفضل تنسحب في وساخة,MA
واخيرا لقيت شي واحد كنعرفو فهاذ تويتر,MA
خاصني نمشي من الفندق قبل الظهر,MA
بف صافي اله يعوضنا خلاص صافي انا تصدمت نمشي نعس حسن,MA
بغيت نتعشا الماكلا ديال الشينوا,MA
السنة كلها كتفوت وهاد آخر شهر ماي ويونيو كتحس بحال إلى عاد بادي العام كيطوال ويتجبد,MA
قليلة الدهون ما يمكنش واش كا تضحك,MA
الطيارة ديالنا أخيرا وصلات هونونولو,MA
واحد الصحفي جزائري اتفكر البكية ديالو نهار خسر المنتخب ديالهوم ضد المغرب لاشارة مادرنا تا شي حاجة,MA
شي بعضين كيساينو أبريل باش يديرو شي كذبة علنية على أساس العام كلو وهم صادقون,MA
ماكانقدرش نشوف الشاشة بشكل واضح من هنا,MA
وي راه حاطين الخبر,MA
وراه داك النظام لي معندناش احنا وزيدي عليها حتى قلة التربية وعدم احترام الملك العام,MA
شحال الساعة دابا عندكم,MA
كنقدر الموسيقى الكلاسيكية بزاف,MA
والمشكل الي واقع اليوم باغي يزيد من حدة التفقير القطاع العام يولي خدان بأطبة سطاجير ويسالي التوظيف,MA
ايهانتالي ايه أنت الي,MA
وغير هرب باش مايحرقش الاغنية زعما كيغني كلمات متقاطعة,MA
عندنا عشرة ديال البيوت مفردة وثمنية الغرف مزدوجة وتسعود الغرف توأمية,MA
اشكون الي خفيف فيهوم,MA
اسمي كيمورا باغي إلغاء الحجز يوم الجمعة,MA
بغيتي الحوت ولا الحم,MA
عادي عادي ان شاء اله غدين نلتقو شي نهار وغدين يعرفو كرم الضيافة ديال بصح,MA
اش هاذ الشي المغاربة قفروها في البرنامج على باقي الدول الصراحة المغاربة جنس قصيف علاش ماجيتيه وهاذو غير لي قدرو يشاركو,MA
اله يشهد لك بالخير,MA
عندك الحق لكن انا كلامي ماشي على حاتم كلامي بصفة عامة على اهاب,MA
لا ماشي هنا كاين غرفة لتدخين فالجزء الخلفي ديال هاد العربة,MA
مكن تسلفني شوية ديال الكتان,MA
شد الطوبيس نمرا واحد نزل المحطة التالتا,MA
شقلبني واحد الغريب,MA
فين خاصني ندخل لصف,MA
قربا مربط النعامة مني ارى الطفاية,MA
راه هوما الي كيقولوها,MA
آخر فرصة لكسر يافيدرير بليز لا تضيعها,MA
بغيت نكري بوغيا,MA
افا على كده معذور,MA
سعداتو يالالة الحب تيتشاير عندنا,MA
ضروري خاص يخرجو ليك دوك رباعة المتشائمين بديك الهضرة ديال مستحيل نديو الكان بهاد المستوى لواه صعيب نمشيو بعيد لواه حدنا النصف وا غانديو كاس افريقيا احب من احب كره من كره المغرب بطل افريقيا بإذن اله,MA
عافاك دير العداد واجد,MA
بغيت نلغي الحجز ديالي عافاك,MA
كريستيانو ملي مسك كافاني مشى بيه بسرعة حتى مايضيع الوقت ملي شاف بلي مصاب فعلا مشى بيه بشوية واول ماوصلو لخط رجع يجري لكن الناس تعشق التطبيل والسينما,MA
كنحس بالسوء والدوخة,MA
حنا دايرين واحد الحفلة ما بين الأصدقاء غدا غادي تلتاحق بينا ياك,MA
إسمه لو مكن مع الشكر,MA
الحليب الحليب الي والفتو غلى علي مانويتو بعد العشرة يزيد يغلى لالزيادةفيثمنالحليب,MA
الخوت الحباب الاصحاب المسؤولين على هاد الشوهة والتكرفيسة والتجرجيرة الي احنا فيها دابا هم من حازوا السلطة,MA
كولس يكولس تكولسا شديدا راكوم معروفين التكنولوجيا كتفرش الخبايا والنوايا وداكشي,MA
اول شي يكون عندك شاي اخضر حبوب يعني تعلي الموية تحط شوية شوي بابريق حق شاي تصب عليه الموية وتحطها فوق النار لين يغلي بعدها تشيلها من فوق نار وتضيف عليه شوية نعناع ومقدار السكر الي تفضله وترجعه على نار شوي بس وخلاص كده الشاي المغربي جاهز بس الشغله كله على الشاي الي بتستخدم,MA
كلهم اجانب كلهم كيلعبو لعب مفتوح,MA
بمعدل ليوم غادي تجي بهاد المبلغ,MA
واع ضوماج مرا خرا إن شاء له,MA
ماكانفهم تالعبا الجلدا لحنش,MA
الوالد ديالي كا يخاف من الركوب في الطيارة,MA
شنو كتسمي هادا بالغة الإنجليزية,MA
هو الكراش ملي نبغيو ندلعوه نعيطولو كركوش,MA
عندنا غرفة لجوج وفيها حمام بخمسة وثمانين دولار,MA
إنا خط ناخد,MA
تقدر تعطيني شوية صرف,MA
تفو على اسلوب ديال الزبل بنادم مريض,MA
تلاقيتك منين زرتي المكتب ديالنا في طوكيو العام لي فات,MA
ايهاب كنتمناو منك تشوف مع هاد التيم ديالك راهم كايديرو اخطاء املائية بزاف,MA
الكاميرا ديالي ماخداماش مزيان عافاك فحصها,MA
راه كاينة غير كوكي تما شكون غادي يشري من عندنا عرفتي الا كلاو مسمنة وخرجات لهم كريشة حتى يعيدو علينا,MA
فعلا استمتعت نكون معاك,MA
هي صيحة من غير موضة,MA
ماقلت لك من اول التشكيلة ما تطمن,MA
الهم صبحنا بما يسرنا وكف عنا ما يضرنا ويسر لنا دروبنا ونور بنورك يومنا,MA
فين كاين لقص البوليسيا,MA
عافاك حطها فالكيس,MA
واضح انك تبيها مره,MA
كلو زي بعضو كلنا شمال أفريقيا,MA
كيف أوفق بين الظهر المستقيم والإسترخاء أحس ما أقدر أسويهم مع بعض,MA
تستاهل حيت نجاحاتك لي خلات الصحافة تهضر عليك مزال غتحق أكثر فى المستقبل واثقين فى إختياراتك مستنين جديدك,MA
سليمة خليني نبقا معاك زوينة انت راه حياتك انيسو اما رانفير ديالي انا,MA
فيا البرد كتضرني معدتي,MA
بني ملال واش بصح هادشي,MA
سير نيشان عافاك,MA
باش يشريو الكارو الحشيش حاجة باينة ما اكثرهم كاينين كيحطو الثوني كيقول لك عاون الفريق,MA
مدير خير ميطرا باس,MA
كاين شي بلايص معروفين,MA
مستعدين بإيد وحدة نصوت لإهاب بكرى,MA
أنا فخورة بتلميذتي النجيبة برافو الزين كملي هاكا,MA
بنت عمتي المسمومة عمتي ضريفة ضريفة وهي معرفت لمن جات تشبه الي شافتها عندي تبغي بحالها خاصها ضروري ملي تجي عندنا دخل لبيتي تبقش لي حوايجي وكبرات وباقي فيها هاذشي انا مبقيتش نبغي نمشي عندهم ولكن هي كتجي غير باش تعصبني,MA
ملاحظات أولية البيجيدي لاعب فلا لايغا مقارنة باقي الأحزاب الي لاعبة فالبطولة قبل ماتولي برو من ناحية,MA
لي كايفكرو راه غايعيقو بلي لاكوط ديال اكادير مختلف تماما يشوف غير البوطويات غايبان ليه بلي كدوب هع,MA
