tokens_no_stopwords,Dialect
"['تافه', 'ساذج']",2
"['احلي', 'ليلي', 'احلي', 'اجابه', 'ضد', 'مقداد', 'الي', 'كثر', 'علي', 'وصاوه']",2
"['نور', 'تبركله']",2
"['مسلسل', 'كوميدي', 'رقم', 'رووعه', 'يخليك', 'تضحك', 'قلبك', 'يعطيكم', 'الصحه']",2
"['مخيب', 'جلغتك', 'زعام', 'تمقعير']",2
['حشيتهولهم'],2
"['محلاها', 'تعجبني', 'اما', 'لواه', 'بدلت', 'عينيها', 'ولات', 'تقول', 'مصاص', 'دماء', 'ربي', 'يعفو']",2
"['عاش', 'الي', 'عمله', 'لمصر', 'ولعرب', 'فندم', 'واي', 'شيء', 'ده', 'عدم', 'ومايستحقش', 'الذكر', 'اصلا']",2
"['ارزن', 'ملايكتوا', 'فماش']",2
"['الغنوشي', 'اكبر', 'ثعلب', 'جاء', 'وماجبش', 'خير', 'للبلاد', 'جاب', 'معاه', 'الحقد', 'والخمج', 'الله', 'ينتقم', 'منهم']",2
"['اعوذ', 'بالله', 'الشيطان', 'الر']",2
"['جعفور', 'ياتحفون', 'ربي', 'يحميك', 'مالعينين', 'ووصل', 'رك']",2
"['مصطفي', 'الدلاجي', 'راك', 'فنان', 'نحبوكك']",2
"['فدلاك', 'ضامر']",2
"['ابو', 'موسي', 'فقيده', 'واله']",2
"['راجل', 'الاحترام', 'الشعب', 'ربي', 'طول', 'عمره']",2
"['كعبه', 'البرنامج', 'الفاشل']",2
"['تافهه', 'وسطيه', 'وبالخصوص', 'تضحك', 'سنيها', 'كبار', 'وخايبين', 'وزيد', 'تتصنع', 'وموش', 'مواتيها']",2
"['جعفوور', 'معلم', 'واصل', 'ربي', 'معاك']",2
"['تافه', 'منحط', 'ملا', 'شلاكه', 'جايبنو', 'توا', 'يضحك', 'مسخفيني', 'المساجين', 'الحبس', 'زيد', 'هالفويره', 'الماسطه']",2
"['ملا', 'مستويات']",2
"['اي', 'صحيح']",2
"['والله', 'غريبه', 'بربي', 'سامي', 'الفهري', 'الشيطان', 'الرجيم', 'يتسلسل', 'رمضان', 'ويتحبس', 'اسفل', 'النار', 'وانتي', 'عام', 'وشهر', 'متتعبش', 'تحترمش', 'عام', 'كامل', 'فسدت', 'عايلاتنا', 'لبرنامجك', 'التافهه', 'خليه', 'العالم', 'الكل', 'ياخذ', 'فكره', 'علي', 'تونس', 'بلاد', 'الدعاره', 'والدروغ', 'وتوا', 'حتي', 'شهر', 'الفضيل', 'تتحفنا', 'كالعاده', 'باخلاقك', 'المنحطه', 'اتقي', 'الله']",2
"['اكيد', 'اكيد', 'رح', 'نحبها', 'يلا', 'رح', 'يبلش']",2
"['مشاء', 'الله']",2
"['ماشاء', 'الله']",2
"['مااسط', 'الفازات', 'اعاود', 'فيهم']",2
"['الكوشه', 'الجزار']",2
"['سي', 'لطفي', 'متميز', 'بتمبير', 'مس', 'بتمثيل', 'تاخطي', 'لعباد', 'خلاها', 'تخديم']",2
"['محلا', 'زينها', 'مل', 'تحفونه']",2
"['شيخ', 'اللواط', 'الوموبنه', 'امثالكم', 'الاسلام', 'بريء', 'منكم']",2
"['برافوا', 'لناجي', 'جلول', 'انك', 'وطني', 'باتم', 'معني', 'الكلمه', 'موش', 'كيما', 'الي', 'يمدوا', 'وجوههم', 'باش', 'يبيضوا', 'الارهاب']",2
"['تبدا', 'تغني', 'بصراحه', 'تفكرني', 'بالزمن', 'الجميل', 'العصفور', 'ماليح', 'متاع', 'مسلسل', 'الخطاب', 'الباب']",2
"['زوز', 'جبوره', 'مايسواوس', 'دوروكي', 'لطفي', 'الترتهووليد', 'ولد', 'الجبري']",2
"['وين', 'مشين', 'هال', 'البلاد', 'راهو', 'عيب', 'عليكوم', 'يلزمنا', 'نشدوا', 'ديننا', 'نرسخوا', 'الاخلاق', 'اولادنا']",2
"['واخيرا', 'ظهرت', 'الصوره', 'الحقيقيه', 'لبنات', 'تونس', 'زين', 'ودين', 'وطاعت', 'الوالدين', 'هادي', 'الصوره', 'اللي', 'لازم', 'نشوفوها', 'يابنات', 'تونس', 'ماشاء', 'لله', 'وربي', 'يديم', 'الصحه', 'وطول', 'العمر', 'للابوكم', 'ويجمع', 'شملكم', 'ونحبكم', 'برشه', 'برشه', 'ياتوانسه', 'احرار']",2
"['عجبني', 'نور', 'شيبه', 'وقت', 'الي', 'الغي', 'مشاركتو', 'احتفلات', 'نداء', 'تونس', 'مشي', 'حضر', 'دفينه', 'امر', 'فوج', 'تدخل', 'سيدي', 'بوزيد', 'لانو', 'امن', 'حفلتو', 'مهرجان', 'سيدي', 'بوزيد', 'برافو', 'التقدير', 'الاحترام', 'ليك']",2
"['براافو', 'ناجح']",2
"['مسلسل', 'قله', 'الحياء', 'والتربيه', 'ورساله', 'قذره', 'تبعث', 'الي', 'المشاهد', 'عاده', 'رمضان', 'تبث', 'مسلسلات', 'دينيه', 'مسلسلات', 'تاريخيه', 'مسلسلات', 'الابطال', 'والشرفاء', 'وليس', 'مسلسلات', 'البانديا', 'والهمل', 'والجراثيم', 'والزوفره', 'اتقو', 'الله', 'خلقه', 'المشاهد', 'حسنو', 'مواضعكم', 'واخلاقكم', 'وذوقكم', 'حتي', 'يصل', 'الي', 'المشاهد', 'فتكونو', 'اديتم', 'رسالتكم', 'الصحيحه']",2
"['مخيبك', 'وليت', 'فريال', 'مكنتي', 'اقعدا', 'تونس', 'زي', 'العسل', 'مشيت', 'المصر', 'وليت', 'بصل']",2
"['كلام', 'الناس', 'برنامج', 'مختص', 'لمان', 'الشلايك']",2
"['تستمرمناقشه', 'الامور', 'التافهه', 'طويلا', 'لان', 'البعض', 'يفهم', 'اكثر', 'الامور', 'المهمه']",2
['نمووت'],2
"['امسط', 'مخلوق', 'علي', 'وجه', 'الارض']",2
"['ناري', 'تونس', 'علي', 'بناويتك', 'كيفاش', 'ولات']",2
"['بصراحه', 'ناجي', 'جلول', 'والله', 'كبرت', 'عيني', 'كشفت', 'هالكلب', 'الي', 'يبيض', 'الارهاب', 'شكون', 'موافقني']",2
"['لاادعو', 'الي', 'مقاطعه', 'القناه', 'فقط', 'انما', 'قنواتنا', 'السموم', 'اشاعه', 'الفاحشه', 'الرذيله', 'والالحاد', 'والكفر', 'الاحيان', 'فاتقوا', 'الله', 'دينكم', 'واولادكم', 'وازواجكم', 'وامهاتكم', 'ايعقل', 'مسلم', 'ان', 'يترك', 'السموم', 'منزله', 'والله', 'اله', 'الا', 'سيسال', 'منا', 'اسال', 'الله', 'الهدايه', 'ولكم']",2
"['رزينه', 'كلامها', 'نعتبرها', 'احسن', 'الممثلين', 'التونسيين', 'ملخر', 'عسل', 'عسل', 'عسل']",2
"['امصط', 'كمودي', 'واكبر', 'طحان', 'ومسخ']",2
"['رد', 'بالك', 'السقف', 'واطي']",2
"['تاافه', 'ومااسط', 'لااسط', 'ومنحط', 'وماارق', 'ومساكن', 'المساجين', 'الحبس', 'وزادوا', 'جابولهم', 'هالشلاكه', 'وماشي', 'فيبالو', 'يعمللهم', 'فالمسرح', 'اخخيت', 'اخخيت']",2
"['نقيب', 'الفنانين']",2
"['تفييه', 'عليكم', 'تضربت', 'باريس', 'البلاتووات', 'والحوارات', 'والبرامج', 'والروبورتاجات', 'الدنيا', 'تقلبت', 'وكان', 'لقيتو', 'راكم', 'هبتوا', 'العلم', 'وعملتو', 'حداد', 'اما', 'اليوم', 'ومع', 'اللي', 'صاير', 'سوريا', 'وفلسطين', 'ضحايا', 'واشلاء', 'انتم', 'لاحياه', 'لمن', 'تنادي', 'الغناء', 'والفساد', 'والعهر', 'بطبيعه', 'الشيي', 'مايعنيكمش', 'حسبنا', 'الله', 'ونعم', 'الوكيل', 'ربي', 'يرحم', 'الضمير', 'العربي']",2
"['ناجي', 'جلول', 'انت', 'كبرت', 'نضري']",2
"['ماسطه', 'برشا']",2
"['تفوهعليك', 'وعلي', 'اصلك', 'كلب', 'خنزير', 'تافه', 'انتي', 'وامثالك', 'يزلزلالعرش', 'متع', 'ولديكم']",2
"['الله', 'قتلني', 'بالضحك', 'ربي', 'يخاليك', 'لينا']",2
"['ووه', 'فكرتني', 'برنامج', 'ابحث', 'معنا', 'طفي', 'روحك', 'اش', 'تستخايل', 'روحك', 'محسوب', 'الهدره', 'العزيزه', 'معليك', 'مرتزقه', 'سيدك', 'سامي', 'الكذب', 'والسفاهه', 'مستوياتت', 'مخاخ', 'فارغه']",2
['زووعه'],2
"['ماسط', 'لاسط', 'كيفو', 'امين', 'قاره']",2
"['حطلي', 'المستحضر', 'الشعر', 'يعيشك']",2
"['يعيشك', 'برشا', 'برشا', 'كنت', 'خدوم', 'برشا']",2
"['فاشل', 'كذاب', 'فيديو', 'نسمه', 'شاهد']",2
"['معلم', 'جعفور']",2
"['يعطيك', 'الصحه', 'وليد', 'بردتلي', 'قلبي', 'لبارح']",2
"['ثماش', 'راجل', 'صنديد', 'يقد', 'روحو', 'وينقذ', 'سوق', 'الجديد']",2
"['امراءه', 'مثقفه', 'امل', 'البسمه', 'زايدتها', 'الشطر', 'منظرها', 'نحبها', 'طيبه']",2
"['احلا', 'صوره', 'ارها', 'حياتي']",2
"['كلاب', 'خليهم', 'ياكلو', 'بعضهم', 'شمدخلنا', 'فيهم', 'احنا']",2
"['وهره', 'شيخ']",2
"['ماسط', 'لسط']",2
"['نوفل', 'افضل', 'منشط']",2
"['جاء', 'انجم', 'يعرض', 'البارا', 'راهو', 'عرض', 'ماسط', 'لاسط']",2
"['والله', 'خريه', 'مجج', 'علاها', 'الذبان', 'خييت', 'ملا', 'امارك']",2
"['ملا', 'منطق', 'يحكي', 'بيه', 'وملا', 'مستوي', 'منحط']",2
"['حسبي', 'الله', 'ونعم', 'الوكيل', 'لاحول', 'قوه', 'الي', 'بالله']",2
"['فنانهراقي', 'ويستحق', 'الاحترام', 'هوما', 'فنانين', 'شلاويح', 'ويحكيو', 'برواحهم', 'ااف', 'تحيه', 'للكبير', 'صلاح', 'مصباح']",2
"['بجااه', 'ربي', 'معادش', 'تجيبوه']",2
"['نور', 'شيبه', 'برا', 'وهف', 'يهزك', 'يلمكجبالك', 'الرواسي', 'عبدك', 'الثقيللتوا', 'فقتش', 'بروحك', 'تتاكل', 'تتشرب']",2
"['مقداد', 'عندو', 'مفهوم', 'خاطيء', 'للعمل', 'النقابي', 'مقداد', 'الماجري', 'كارثه', 'المجال', 'الاعلامي', 'مقداد', 'السهيلي', 'كارثه', 'المجال', 'الموسيقي']",2
"['علي', 'خاطرو', 'كلب', 'يخدم', 'قنات', 'الماخور', 'التونسي', 'سلم', 'علي', 'اعلام', 'الحجامه', 'وقلو', 'الشعب', 'فايق', 'بيكم']",2
"['احمد', 'الاندلسي', 'مخيب', 'طبيعتو', 'اول', 'مره', 'نشوفو', 'يحكي', 'اليومفالمسلسلات', 'خير']",2
"['وجيهه', 'متاعنا', 'نحبها']",2
"['مقدم', 'تافه', 'تفاهه']",2
['مااسط'],2
"['فنان', 'بمعني', 'الكلمه', 'ربي', 'يوفقو']",2
"['قناه', 'الخمج', 'التونسي', 'برا', 'الله', 'تربحكم']",2
"['ارد', 'ليه', 'عنوان', 'اغنيه', 'لاصاله']",2
"['وحدك', 'شيخ', 'مورو', 'اما', 'لطفي', 'لعمايري', 'ماصط', 'لاصط']",2
"['ميمو', 'محلاك', 'وكيداهم', 'حسن', 'واصل']",2
"['برافوو', 'سامي', 'الفهري']",2
"['نحب', 'ريبون', 'لدكتيلو']",2
"['بالصراحه', 'علاقه', 'بالتمثيل']",2
"['ياليل', 'الحين', 'يصفر', 'الحكم', 'الين', 'يسجل', 'الاتحاد', 'التعادل']",2
"['جبريه', 'جااهله']",2
"['احلي', 'حلقه', 'عندي', 'منقلك']",2
"['عملت', 'تاليفون', 'لطوكيو', 'وقالو', 'يحبوش']",2
"['دايما', 'انيقه', 'علي', 'الدوام']",2
"['شنو', 'التعلقات', 'علي', 'فله', 'حافظ', 'قرءان', 'متعلقوش', 'اتقوا', 'الله', 'ناس', 'نسيت', 'عباده', 'الله', 'علي', 'ابواب', 'رمضان', 'بدل', 'جيبو', 'دعات', 'اسلام', 'جيبو', 'الفنانات', 'انا', 'فله', 'متشرفنيش', 'روحا', 'عمرها', 'لبس', 'الجينو', 'مشحوط', 'العري', 'الخزي', 'العار', 'بلد', 'المليون', 'شهيد', 'نصف', 'مسلمون', 'شعب', 'الجزايري', 'مسلم', 'الي', 'العروبه', 'ينتسب', 'قال', 'حاد', 'اصله', 'او', 'قال', 'مات', 'فقد', 'كذباتقو', 'الله', 'الغناء', 'راهو', 'حرام', 'الايه', 'تقول', 'يشري', 'لهو', 'الحديث', 'ليضل', 'سبيل', 'اللهبدل', 'تواعضوا', 'الناس', 'الشهر', 'الكريم', 'جيبو', 'مساباقات', 'دينيه', 'حفظ', 'القرءان', 'تستضيفو', 'الفناناتاين', 'انتم', 'مسلمون', 'اتقو', 'الله', 'تشجعوا', 'علي', 'معصيه', 'الله']",2
"['اي', 'شبعانين', 'يتكبرو', 'النعمه', 'عيد', 'سعيد']",2
"['اما', 'السماعات', 'يسمعو', 'بلنقلي', 'بالياباني']",2
"['بليد', 'ماسط', 'حثاله', 'زباله', 'كلوشار']",2
"['حط', 'برشلونه', 'خاسره', 'بلادهاا', 'بهييم', 'هه']",2
"['رجل', 'زمن', 'قل', 'الرجالخاطر', 'بحياتو', 'اقل', 'حاجه', 'يكافؤه', 'بخدمه', 'ان', 'شاءالله', 'ربي', 'معااه']",2
"['عاملين', 'حفله', 'نهار', 'الجمعه', 'اليل', 'تحب', 'تجي', 'بحذانا']",2
"['نضالتحدي', 'امل', 'بصراحه', 'اكثر', 'رايعه', 'سيدتي']",2
"['اكثر', 'الممثلات', 'ابداعا', 'اكثرهم', 'احتراما']",2
"['برافو', 'جعفور', 'واصل', 'انشاله', 'ااتوانسه', 'ااكل', 'تخمم', 'كيفك', 'وكلنا', 'يد', 'وحده', 'نغزرو', 'لورانا']",2
"['الساعه', 'اعمل', 'رايك']",2
"['مريض', 'مسكين']",2
"['ربي', 'يقويها', 'نشالله', 'الحمد', 'لله']",2
"['يستحق', 'الظهور', 'وسايل', 'الاعلام', 'ومش', 'محترم', 'وقدم', 'اسوا', 'مثال', 'ليله', 'البارحه', 'عدم', 'الاحترام']",2
"['خمر', 'زنا', 'فساد', 'قله', 'حياء']",2
"['حيوان', 'مفترس']",2
"['بش', 'تقلو', 'يعاود', 'يطلب']",2
"['المراه', 'التونسيه', 'فخر', 'لنساء', 'العالم', 'بصبرها', 'وقلبها', 'الكبير', 'باخلاقها', 'وعزيمتها']",2
"['محلاها', 'حريه', 'التعبير']",2
"['ياخي', 'شنوه', 'ثمه', 'ال', 'معبي', 'بالمشلغمين', 'لابسين', 'ترابش']",2
"['برا', 'ريم', 'مشا', 'الله', 'عايك', 'انشا', 'الله', 'ديما', 'متميز']",2
"['رقي', 'اخلاقي', 'وفكري']",2
"['سي', 'عبد', 'فتاح', 'مراوغ', 'ممتاز', 'يغلبو', 'كبير', 'صغير', 'يدبي', 'علي', 'حصير', 'حتي', 'لطفي', 'لعماري', 'غلبوش', 'برافو', 'سي', 'فتوح', 'كمل', 'اسحرنا', 'بكلامك', 'وهزنا', 'جيبنا', 'بمرواغاتك', 'جميله', 'صحه', 'لاها', 'نهضه', 'عندها', 'كيفك']",2
"['فنانه', 'بكل', 'الكلمه', 'معني']",2
"['احسن', 'انجبت', 'بلادي', 'ممثلين', 'وليس', 'مثليين', 'هه']",2
"['ملا', 'لكزه', 'ممصطو', 'هالكازي']",2
"['تحيه', 'تقدير', 'ناجي', 'جلول']",2
"['طحان', 'بقرونو']",2
"['موعدكم', 'المساطه', 'لمن', 'يضحك', 'فقط']",2
"['الف', 'طريقه', 'لتعبير', 'التعري', 'الا', 'يعلم', 'ان', 'تونس', 'بلد', 'عربي', 'مسلم', 'وله', 'تقاليد', 'لاسف', 'اكثر', 'شعب', 'يحب', 'يعارض', 'ويشك', 'احنا', 'شي', 'لازم', 'نخترعولو', 'تبرير', 'تهمني', 'المسرحيه', 'اذا', 'مضمونها', 'تهمهم', 'اقل', 'شي', 'يبرو', 'فعلته', 'احتراما', 'لمشاعر', 'الاخرين']",2
"['تفووه', 'خامج', 'مسخ', 'تجبد', 'اسيادك', 'وبش', 'مريض', 'برا', 'القي', 'حل', 'لروحك', 'خير', 'الافريقي', 'تشرفك', 'تعرفك', 'مسخ', 'كيفك', 'مايجبدش', 'الافريقي', 'بجلغتو', 'خاطرك', 'خامج', 'ماكش', 'متربي', 'ستنا', 'تطيح', 'يدينا', 'والله', 'نرحموك', 'اتو', 'علي', 'قريب', 'تجيك', 'حضر', 'روحك', 'برك', 'والله', 'نشوفك', 'نبزقلك', 'علي', 'منضرك', 'رخيص', 'انتي', 'كالحوار', 'التونسي', 'اعلام', 'العار', 'لكلم', 'خماج', 'عقدتكم', 'الافريقي', 'نحب', 'نقلك', 'داركم', 'تطيح', 'الافريقي', 'جبري', 'الافريقي', 'عقليه', 'ساكنه', 'فينا', 'غصبا', 'عنكم', 'لكل', 'حاولو', 'تعملو', 'حاجه', 'اخر', 'حاجه', 'بش', 'نقولهالك', 'تفوه', 'وبش', 'رخيص', 'اندادك']",2
"['درجه', 'بزنس', 'بفعه', 'مايتكيفوش', 'عيشك']",2
"['الكلب', 'يحب', 'خانقو']",2
"['بصراحه', 'برافو', 'ليها', 'تحسها', 'موهوبه', 'اتقنت', 'المشهد', 'رغم', 'صعوبته', 'ورغم', 'صغر', 'سنها']",2
"['براو', 'سامي']",2
"['ناجي', 'جلول', 'راجل', 'دوله']",2
"['دقعد', 'روح', 'يعتك', 'نخيه', 'علي', 'نصك', 'الحق', 'مش', 'فيك', 'اللي', 'جايبك', 'التلفزه', 'حجورات', 'النساء', 'تييببت', 'ربت', 'صدام', 'حسين', 'وبورقيبه', 'وعمر', 'المختار', 'والدغباجي', 'فاين', 'انت', 'ايها', 'الابله']",2
"['انت', 'احليي', 'منهاا']",2
"['اللواط', 'رذيله', 'اسوا', 'الرذايل', 'خصله', 'خصال', 'الشر', 'مميتا', 'للحياء', 'فسادا', 'للاخلاق', 'فسادا', 'للقلب', 'اعتداء', 'شديد', 'علي', 'الطبيعه', 'ركبها', 'الله', 'عز', 'وجلبل', 'جريمه', 'نكراء', 'تعافها', 'البهايم', 'والحيوانات']",2
"['باش', 'تقلها', 'تكلمني', 'بال']",2
"['بالرسمي', 'ممثله', 'علاها', 'الكلام', 'تعجبني', 'وقت', 'تحكي', 'تحسها', 'عندها', 'منطق', 'توزن', 'كلامها']",2
['فاشل'],2
['مااسط'],2
"['تحيه', 'لسي', 'ناجي']",2
"['امراض', 'مجتمعنا', 'جيل', 'ضحيه']",2
"['اكبر', 'حيوان', 'نعله', 'الله', 'علي', 'جابك']",2
"['محلي', 'زينك', 'يانور']",2
"['حتي', 'صافي', 'سعيد', 'مليان', 'بالحجج', 'والادله', 'الكاذبه', 'والخاينه']",2
"['انا', 'بكاتني', 'برافو']",2
"['بربي', 'اعلاه', 'تركبولنا', 'السكر', 'الدم', 'دمار', 'امين', 'شكيب', 'اعلاه', 'اوفاو', 'المنشطين', 'المعلقين', 'تونس', 'بربي', 'نحوهم', 'علينا', 'رانا', 'فديينااووف']",2
"['تحففه', 'قدااه', 'راقيه', 'عجبتني']",2
"['ممثله', 'ناجحه', 'محترمه', 'مهضومه', 'برافو', 'وجيهه', 'ربي', 'يوفقك']",2
"['ملا', 'منضر', 'وملا', 'قفراشي']",2
"['مقداد', 'السهيلي', 'يوجع', 'الراس', 'اكثر', 'حشيشه', 'رمضانم', 'تافه']",2
"['هه', 'الشيب', 'العيب']",2
"['اي', 'اي', 'وقت', 'مرحبا', 'بيهم', 'الكل', 'هوني']",2
"['برنامج', 'تافه', 'ضيوف', 'تافهين', 'مواضيع', 'تافهه', 'تشغل', 'التونسيين', 'خبزهم', 'اليومي', 'غلاء', 'المعيشه', 'فشل', 'الحكومه', 'انشقاق', 'الحزب', 'الحاكم', 'سقوط', 'الدينار', 'التونسي', 'تفشي', 'ضاهره', 'الرشوه', 'ووكلام', 'ناس', 'فارغه', 'تعدي', 'وقيت', 'علي', 'التوانسهو', 'يزي', 'كذبه', 'ال', 'قاه', 'انجح', 'قناه', 'الا', 'الفساد', 'القباحه', 'قله', 'الحياء', 'الميوعه']",2
"['ملا', 'منطق', 'يحكي', 'بيه', 'ملا', 'مستوي', 'منحط', 'موش', 'غريب', 'علي', 'هالسنبل']",2
"['عاهره', 'بو', 'دورو']",2
"['هه', 'ماعرفتش', 'روحي', 'نتفرج', 'دنيا', 'اخري', 'اولاد', 'مفيده', 'هه', 'اما', 'عفسه', 'باهيه']",2
"['كمشا', 'كلاب']",2
"['عندك', 'مشكله', 'القبضه', 'متاعك']",2
"['ملا', 'مجانين', 'وسامي', 'معاهم']",2
['نموت'],2
"['معلم', 'اكا', 'ناجي', 'الوحيد', 'يخدم', 'بلب', 'رب']",2
"['سي', 'صلاح', 'معلم', 'باتم', 'معني', 'الكلمه', 'تبقينا', 'لعزوزه', 'تمسو', 'تسمع', 'حسو']",2
"['ربي', 'يفضلك', 'وليد']",2
"['صرفهولي', 'لبياسات', 'صغار']",2
"['التونسيه', 'اعلام', 'العار']",2
"['لطفي', 'يلعبو', 'حد', 'يكبر', 'عينو', 'حد']",2
"['بيرم', 'اناني', 'برشا']",2
"['قاعدين', 'نتفرجو', 'الخمج', 'الفكره', 'باش', 'تاخذها', 'الناس', 'لخره', 'علي', 'التوانسه', 'موش', 'مسلسل', 'رمضان']",2
"['وين', 'مدخل', 'الميترو']",2
"['رايعه', 'انت', 'فلهفالصوت', 'وحده', 'جمالفنانه', 'ملمه', 'لكل', 'الطبوعسلطانه', 'زمن', 'الصعاليكصوت', 'لكل', 'العصورظلمت', 'نفسك', 'ظلموك', 'اكثراحبك', 'فلتنا']",2
"['كوميدي', 'رقم', 'تونس', 'الشيء', 'ماتاه', 'يستغرب', 'زين', 'زلعاوي', 'البريمه']",2
"['مقرف', 'لايقبل', 'الحوار', 'الممثل', 'او', 'الفنان', 'ملك', 'الجميع', 'انا', 'مثلا', 'المستقبل', 'معادش', 'نتفرج', 'شيء', 'مقرف', 'قواد', 'شعب', 'طحان', 'ميبون']",2
"['كلمه', 'شويا', 'فيك', 'وجيهه', 'اما', 'يكفي', 'انك', 'تمثل', 'نموذج', 'للمراه', 'التونسيه', 'المثقفه', 'الذكيه', 'بغض', 'النظر', 'جمالك', 'ربي', 'يكثر', 'امثالك']",2
"['ياخي', 'بعيد', 'برشا', 'نمشي', 'علي', 'الساقين']",2
"['الكلب', 'كلب', 'زايد']",2
"['ساقط', 'يحشمش', 'الله', 'يهلكو', 'واللي', 'جابو']",2
"['ربي', 'ايخليك', 'لينا', 'اما', 'انت', 'الوحيد', 'نوعك', 'الي', 'اتفرهدنا', 'ربي', 'معاك']",2
"['اقوي', 'الممثلات', 'تونس', 'تشبه', 'غاده', 'عادل']",2
"['تو', 'نوصلك', 'لبيتك']",2
"['بوزينك', 'محلاك', 'ربي', 'معاك']",2
"['انت', 'الممثيل', 'اللي', 'ترفع', 'القبعات']",2
"['جهلول', 'يعمل', 'فماش', 'يكبر', 'شعبيتو', 'انقرض', 'وهف', 'اقسم', 'بربي', 'هامل', 'سوكارجي', 'معظم', 'الاساتذه', 'عارفين', 'مستغرب', 'فالاحمره', 'اللي', 'عاجبتهم', 'افعالك', 'انقرض', 'نم']",2
"['شي', 'كبير', 'المساطه']",2
"['نحب', 'بيت', 'اخري']",2
"['حنان', 'الشقراني', 'احسن', 'منشطه', 'تونس', 'اليوم']",2
"['تعطيني', 'شويه', 'ماء', 'عيشك', 'عطشان', 'برشه']",2
"['عندك', 'معلومات', 'علي', 'العروض', 'المدينه', 'الجمعه', 'هاذي']",2
"['بربي', 'اعطيني', 'زوز', 'رولوات', 'ايزو', 'ميا', 'فيلم', 'بالالوان', 'تصاور', 'سته', 'تلاثين', 'يعيشك']",2
"['برفوا', 'وليد', 'عرفت', 'اش', 'تحكي', 'عجبتني']",2
"['برجوليا', 'احسن', 'ممثل', 'تونس']",2
"['محلاك', 'راضيه']",2
"['ارووع', 'الحلقات', 'ارووع', 'نجووم', 'احلي', 'ورده', 'ريم', 'رياحي', 'اللي', 'نورتنا', 'بجمالها', 'وانقتها', 'وكلامها', 'رووعهكليك', 'علي', 'بعضيك', 'حلوو']",2
"['بالعكس', 'صالحهم', 'مجرد', 'مساهمات', 'قدتكون', 'اقل', 'مصاريف', 'ابرام', 'عقد', 'تامين', 'لمسؤوليه', 'المدنيه']",2
"['براا', 'لعنه', 'الله', 'مسخ', 'كلب', 'تفوه']",2
"['ماسطهالمخو', 'رالتونسي']",2
"['وحده', 'ملهط', 'وقبيحه', 'وشلاكه', 'احسن', 'وتعطي', 'رايها', 'علي', 'مثليه', 'الجنسيه', 'ومساندتها', 'وتحبها', 'تنشط', 'بربي', 'جمعيه', 'شمس', 'هزوها', 'معاكم', 'تنشط', 'لخمج', 'وتفوه', 'عليها', 'كلبه']",2
"['بصراحه', 'انا', 'مايعجبنيش', 'هشام', 'ماسط']",2
"['قوه', 'صوت', 'هايلهلكن', 'اختار', 'الكلمات', 'الجيده', 'الاحسن', 'تكون', 'التراث', 'العريق', 'التونسي', 'اختيار', 'الفديو', 'كليب', 'اللايق', 'بالغنيه']",2
"['ممسطو', 'معلم', 'يتهظمش']",2
"['حلقه', 'عجبتنيش', 'حلقه', 'فاشله']",2
"['المفروض', 'عيد', 'الجلاء', 'تحتفل', 'فرنسا', 'مش', 'احنا']",2
"['انا', 'نلوم', 'علي', 'امين', 'قاره', 'الي', 'جابو', 'مصطها', 'الحلقه', 'اطيح', 'مستوا', 'البرنامج']",2
"['اله', 'اله', 'نسوم', 'اله', 'صوتك']",2
"['جاء', 'يطبها', 'عماها', 'اقراو', 'التعاليق', 'التصويره', 'الثانيه']",2
"['محلاها', 'ريم', 'قداه', 'مثقفه', 'ومتربيه', 'انا', 'نحبها', 'برشا']",2
"['بربي', 'يزي', 'التجاره', 'بمشاكل', 'الناس', 'واعراضهم', 'حرام', 'عليكم']",2
"['ورقات', 'تونسيه', 'متابعات', 'كاتبه', 'محكمه', 'تقاضي', 'الدكتور', 'رشيد', 'بن', 'مسعود']",2
"['مسلسل', 'قحاب', 'وموبنه']",2
"['بدا', 'الطحين', 'ليل', 'الباجي', 'بطريقه', 'مباشره']",2
"['الخوار', 'التونسي', 'ناس', 'منافقين', 'باعو', 'رواحهم', 'بالفلوس', 'تخلوا', 'علي', 'دينهم', 'اخلاقهم', 'قيمهم', 'ليتا', 'تسكر']",2
"['منشط', 'مستواه', 'صفر', 'وتحت', 'الصفر', 'برنامج', 'منحط', 'ومسخره']",2
"['روعه', 'ولاه', 'محلاحه', 'حلقه', 'الليله']",2
"['اكثر', 'منوا', 'الناس']",2
"['الله', 'شعب', 'راضع', 'طحين', 'شعب', 'يموت', 'علي', 'القمع', 'هه', 'بربي', 'عطوني', 'سبب', 'يخليكم', 'تسبو', 'النهضه', 'علاش', 'تسبوش', 'الاحزاب', 'متسميه', 'علي', 'التجمع']",2
"['صهيوني', 'اريد', 'ان', 'اتكلم', 'اكثر']",2
"['تاافه', 'تفووه']",2
"['غالين', 'برشا', 'اما', 'يبقوا', 'ابرك', 'المكتبات', 'يعيشك', 'قراءه', 'متعه', 'ليك', 'زاده']",2
"['انا', 'نحبها', 'وكيف', 'مشيت', 'قرطاج', 'اول', 'البارح', 'زدت', 'حبيتها', 'عالميه']",2
"['نحب', 'نحجز', 'بيت', 'بزوز', 'فروشات', 'بانو', 'ليلتين', 'تلاثه']",2
"['ساعه', 'محلاها', 'كوثر', 'بالحاج']",2
