tweets,tweets_clean,preprocessed_text,type,type_encoded,class,class_encoded
بنبره حزينه انا انهلكت بمافيه الكفايه,بنبره حزينه انا انهلكت بمافيه الكفايه,نبر حزين انهلكت مافي كفاي,negative,2,standard,0
عالم متراكم بالاكاذيب,عالم متراكم بالاكاذيب,عالم مترا اكاذيب,negative,2,standard,0
أحقر الرجال من يتكلم في عرض امرأة كان يوما يناديها حبيبتي,أحقر الرجال من يتكلم في عرض امرأة كان يوما يناديها حبيبتي,أحقر رجال تكلم عرض امرأ وما نادي حبيبت,negative,2,standard,0
يعلم الله إني بذلت حتى ذبلت,يعلم الله إني بذلت حتى ذبلت,علم الل إني ذلت ذبلت,negative,2,standard,0
تستمر بالعزلة لأنك مشمئز من هذا العالم,تستمر بالعزلة لأنك مشمئز من هذا العالم,ستمر عزل أنك مشمئز عالم,negative,2,standard,0
لا قيمه للجمال اذا انعدمت الأخلاق و هذا حالنا اليوم للأسف,لا قيمه للجمال اذا انعدمت الأخلاق و هذا حالنا اليوم للأسف,قيم جمال اذا انعدمت أخلاق حال يوم أسف,negative,2,standard,0
سيكرهونك لفشلك وسيكرهونك لنجاحك,سيكرهونك لفشلك وسيكرهونك لنجاحك,يكرهون فشل سيكرهون نجاح,negative,2,standard,0
غبي,غبي,غبي,negative,2,standard,0
نظرة حزينة تحكي الكثير ربما تعبير عن سنين من الكفاح و المعانات او ربما حصرة على ايام ولت من عمر افنتها في سبيل من نكر الجميل,نظرة حزينة تحكي الكثير ربما تعبير عن سنين من الكفاح و المعانات او ربما حصرة على ايام ولت من عمر افنتها في سبيل من نكر الجميل,ظرة حزين حكي كثير ربما عبير نين كفاح معان او ربما حصر ايام ولت عمر افنت بيل نكر جميل,negative,2,standard,0
قصتك هذه لم تعجبني ,قصتك هذه لم تعجبني,قصت عجبن,negative,2,standard,0
مريم ماهذا التشاؤم,مريم ماهذا التشاؤم,مريم ماهذا تشاؤم,negative,2,standard,0
صدمة كبيرة,صدمة كبيرة,صدم كبير,negative,2,standard,0
نعم الأسف واقع مر بكل ما تحمله الكلمة,نعم الأسف واقع مر بكل ما تحمله الكلمة,أسف اقع مر بكل حمل كلم,negative,2,standard,0
للأسف أصبحنا لا نريد شيئا سوى النوم بسلام دون ذنب يتقلنا مع الله,للأسف أصبحنا لا نريد شيئا سوى النوم بسلام دون ذنب يتقلنا مع الله,أسف أصبح ريد شيئا نوم سلام ذنب تقل الل,negative,2,standard,0
أجلس وأشاهد نفسي وأنا أتحول لشخص غريب شخص يعاني من الوحدة و من الإكتئاب شخص لا ينام إلا على المهدئات أنا أتحول لشخص لا يطاق,أجلس وأشاهد نفسي وأنا أتحول لشخص غريب شخص يعاني من الوحدة و من الإكتئاب شخص لا ينام إلا على المهدئات أنا أتحول لشخص لا يطاق,أجلس أشاهد فسي أنا أتحول شخص غريب شخص عان وحد إكتئاب شخص نام مهدئ أتحول شخص طاق,negative,2,standard,0
انا مكتئب جدا لكن لارغبة لدي بالبكاء إطلاقا,انا مكتئب جدا لكن لارغبة لدي بالبكاء إطلاقا,مكتئب جدا ارغب لدي بكاء إطلاقا,negative,2,standard,0
جسد متعب وعيون ناعسه ومزاج سيئ,جسد متعب وعيون ناعسه ومزاج سيئ,جسد متعب عيون اعس مزاج سيئ,negative,2,standard,0
لن أنسى ذاك الخراب الذي سببته بصدري,لن أنسى ذاك الخراب الذي سببته بصدري,أنسى خراب ببت صدر,negative,2,standard,0
تألمت كثير حتى اصبحت بهذا البرود القاسي,تألمت كثير حتى اصبحت بهذا البرود القاسي,ألمت كثير اصبحت هذا برود قاس,negative,2,standard,0
عالم مليء بالخطيئة والغباء,عالم مليء بالخطيئة والغباء,عالم مليء خطيئ الغباء,negative,2,standard,0
سيء جدا أن تحمل هموم ليست مناسبة لسنك,سيء جدا أن تحمل هموم ليست مناسبة لسنك,سيء جدا حمل هموم مناسب سنك,negative,2,standard,0
تألمت كثيرا حتى التهب قلبي وقطع جزء منه,تألمت كثيرا حتى التهب قلبي وقطع جزء منه,ألمت تهب قلب قطع جزء,negative,2,standard,0
أشعر بالتعبمن نفسي و تفكيري من الذين حولي و البعيدين,أشعر بالتعبمن نفسي و تفكيري من الذين حولي و البعيدين,أشعر تعبمن فسي فكير حول بعيد,negative,2,standard,0
خيبت ظني ليتني ما حبيتك,خيبت ظني ليتني ما حبيتك,خيبت ظني يتن حبيت,negative,2,standard,0
كذابين بالشعور وبالكلام وبالوعود وبكل ‌شي,كذابين بالشعور وبالكلام وبالوعود وبكل شي,كذاب شعور بالكلام بالوعود بكل شي,negative,2,standard,0
للأسف مشاعري اللي كنت اكنها للبعض اختفت,للأسف مشاعري اللي كنت اكنها للبعض اختفت,أسف مشاعر الل اكن بعض اختفت,negative,2,standard,0
كرهتك وخاب الظن فيك وماعدت أحتريك,كرهتك وخاب الظن فيك وماعدت أحتريك,كرهت خاب الظن فيك ماعدت أحتري,negative,2,standard,0
لا أقوى علي تحمل المزيد أنا محطم بما يكفي,لا أقوى علي تحمل المزيد أنا محطم بما يكفي,أقوى علي حمل مزيد محطم كفي,negative,2,standard,0
امضي أياما سيئه,امضي أياما سيئه,امض أياما يئه,negative,2,standard,0
التدخين سئ ولكن الاشياء التى تجعلنى ادخن اسوأ,التدخين سئ ولكن الاشياء التى تجعلنى ادخن اسوأ,تدخ سئ اشياء التى جعلنى ادخن اسوأ,negative,2,standard,0
سرقوا كل شي إلا حزني لم يقتربوا منه,سرقوا كل شي إلا حزني لم يقتربوا منه,رقوا شي حزن قتربوا,negative,2,standard,0
من الغباء ان تكون حزين بسبب شخص لا يهتم بك,من الغباء ان تكون حزين بسبب شخص لا يهتم بك,غباء ان كون حزين سبب شخص هتم,negative,2,standard,0
مريض نفسي صاحب تلك المقوله ومن يقتنع بها,مريض نفسي صاحب تلك المقوله ومن يقتنع بها,مريض فسي صاحب مقول قتنع,negative,2,standard,0
الله ينعل بوها حالة وصلتو ليها,الله ينعل بوها حالة وصلتو ليها,الل نعل وها حال صلتو يها,negative,2,standard,0
و الله العضيم كيفاش تحملتو هاد القهرة,و الله العضيم كيفاش تحملتو هاد القهرة,الل عضيم كيفاش حملتو قهر,negative,2,standard,0
هاذ الغبي يصر دائما ان يخرب ما بناه بيديه,هاذ الغبي يصر دائما ان يخرب ما بناه بيديه,هاذ غبي يصر دائما ان خرب ناه يدي,negative,2,standard,0
من الظلم غير العدل مقارنة الصغير بالكبير,من الظلم غير العدل مقارنة الصغير بالكبير,ظلم عدل مقارن صغير كبير,negative,2,standard,0
يا له من تحكيم ظالم,يا له من تحكيم ظالم,حكيم ظالم,negative,2,standard,0
نتي بعدا صدمتني فيك,نتي بعدا صدمتني فيك,صدمتن فيك,negative,2,dialectal,1
ندمنتي لي رجعت,ندمنتي لي رجعت,دمنت رجعت,negative,2,dialectal,1
الخيبات تهذبني وبقدر ماتؤذيني وتذكرني دائما لاتنتظري أحد,الخيبات تهذبني وبقدر ماتؤذيني وتذكرني دائما لاتنتظري أحد,خيب هذبن بقدر ماتؤذين تذكرن دائما اتنتظر,negative,2,standard,0
تحريض علي الكراهية,تحريض علي الكراهية,حريض علي كراهي,negative,2,dialectal,1
لٱ حول ولا قوة الا بالله الله ينتقم منهم,لٱ حول ولا قوة الا بالله الله ينتقم منهم,لٱ حول قوة الا الل الل نتقم منهم,negative,2,standard,0
عايشة حالة حزن,عايشة حالة حزن,عايش حال حزن,negative,2,dialectal,1
 الله يخليها سلعة من شي بعضين,الله يخليها سلعة من شي بعضين,الل خلي لعة شي عضين,negative,2,dialectal,1
حدث مالم يكن في الحسبان للأسف,حدث مالم يكن في الحسبان للأسف,حدث مالم يكن حسبان أسف,negative,2,standard,0
وجوه الويل,وجوه الويل,جوه ويل,negative,2,dialectal,1
لٱ حول ولا قوة الا بالله اش هاذ المنكر,لٱ حول ولا قوة الا بالله اش هاذ المنكر,لٱ حول قوة الا الل اش هاذ منكر,negative,2,standard,0
 كأ ,كأ,كأ,negative,2,standard,0
عيب ندخلو فالخصوصات ,عيب ندخلو فالخصوصات,عيب دخلو الخصوص,negative,2,dialectal,1
اصعب شعور والله الحزن و الندم,اصعب شعور والله الحزن و الندم,اصعب شعور الل حزن ندم,negative,2,standard,0
عيب تضحك علي خلق الله قلة أدب,عيب تضحك علي خلق الله قلة أدب,عيب ضحك علي خلق الل قلة أدب,negative,2,dialectal,1
لٱ حول ولا قوة يارب تلطف الخبث و الإجرام,لٱ حول ولا قوة يارب تلطف الخبث و الإجرام,لٱ حول قوة ارب لطف خبث إجرام,negative,2,dialectal,1
قليل نفس و جاهل,قليل نفس و جاهل,قليل جاهل,negative,2,standard,0
فاشل في الدراسة و مطرود من المدرسة يضرب مربي و مكون الاجيال,فاشل في الدراسة و مطرود من المدرسة يضرب مربي و مكون الاجيال,اشل دراس مطرود مدرس ضرب مرب مكون اجيال,negative,2,standard,0
الا لعنة الله على السيسي و عبيده و المصفقين له و الراضين بحكمه,الا لعنة الله على السيسي و عبيده و المصفقين له و الراضين بحكمه,الا عنة الل سيس عبيد مصفق راض حكم,negative,2,standard,0
لست ادري ما هذا الغباء المركب في هذه الامة البئيسة,لست ادري ما هذا الغباء المركب في هذه الامة البئيسة,ادر غباء مركب امة بئيس,negative,2,standard,0
الدولة تخرب ما بقي من التعليم و التعاقد,الدولة تخرب ما بقي من التعليم و التعاقد,دول خرب بقي تعليم تعاقد,negative,2,standard,0
هذا مما لا شك فيه و الدليل انهم تخالفوا مع الكفار المجرمين,هذا مما لا شك فيه و الدليل انهم تخالفوا مع الكفار المجرمين,شك دليل انهم خالفوا كفار مجرم,negative,2,standard,0
ستعيش الامة الاسلامية اسوأ خمس سنوات في تاريخها ستصل الى الحضيض المطلق و تنهار,ستعيش الامة الاسلامية اسوأ خمس سنوات في تاريخها ستصل الى الحضيض المطلق و تنهار,تعيش امة اسلامي اسوأ نوات اريخ تصل الى حضيض مطلق نهار,negative,2,standard,0
اسوأ تسويق للسياحة,اسوأ تسويق للسياحة,اسوأ سويق سياح,negative,2,standard,0
قررت اليوم ان اكره كرة القدم و الى الابد,قررت اليوم ان اكره كرة القدم و الى الابد,قررت يوم ان اكر كرة قدم الى ابد,negative,2,standard,0
اعتقاد خاطئ,اعتقاد خاطئ,اعتقاد خاطئ,negative,2,standard,0
البؤس في اوضح صوره,البؤس في اوضح صوره,بؤس اوضح صور,negative,2,standard,0
اذا اوجعكم الفيديو فهو ليس مونتاج او فوطوشوب بل هو واقعكم الاليم,اذا اوجعكم الفيديو فهو ليس مونتاج او فوطوشوب بل هو واقعكم الاليم,اذا اوجع فيديو فهو مونتاج او وطوشوب اقع اليم,negative,2,standard,0
ضعف الشخصية هو السبب,ضعف الشخصية هو السبب,ضعف شخصي سبب,negative,2,standard,0
دولة التناقضات,دولة التناقضات,دول تناقض,negative,2,standard,0
عقود من الحقد على منطقة الريف,عقود من الحقد على منطقة الريف,عقود حقد منطق ريف,negative,2,standard,0
عنوان بليد,عنوان بليد,عنوان ليد,negative,2,standard,0
نحن اهل الريف ورثنا حقد المخزن علينا ابا عن جد كنا نطمح ان ننساه لكن اليوم يترسخ اكثر فاكثر,نحن اهل الريف ورثنا حقد المخزن علينا ابا عن جد كنا نطمح ان ننساه لكن اليوم يترسخ اكثر فاكثر,اهل ريف رثنا حقد مخزن علي ابا جد كنا طمح ان نسا يوم ترسخ اكثر اكثر,negative,2,standard,0
خلق العرب لينهزموا للأسف,خلق العرب لينهزموا للأسف,خلق عرب ينهزموا أسف,negative,2,standard,0
ابحث عن المهازل تجد عنوانها عربي,ابحث عن المهازل تجد عنوانها عربي,ابحث مهازل تجد عنوان عرب,negative,2,standard,0
بهائم ال سعود لعنة الله عليهم,بهائم ال سعود لعنة الله عليهم,هائم ال عود عنة الل علي,negative,2,standard,0
اكبر مهرج عرفته السياسة في المغرب,اكبر مهرج عرفته السياسة في المغرب,اكبر مهرج عرفت سياس مغرب,negative,2,standard,0
المغرب غارق في الفساد,المغرب غارق في الفساد,مغرب غارق فساد,negative,2,standard,0
هذه مقاربة خاطئة,هذه مقاربة خاطئة,مقارب خاطئ,negative,2,standard,0
للاسف نضال موسمي لا فائدة منه,للاسف نضال موسمي لا فائدة منه,اسف ضال موسم ائد,negative,2,standard,0
خاذل الحرمين,خاذل الحرمين,خاذل حرم,negative,2,standard,0
لا تنتظر السراب,لا تنتظر السراب,نتظر سراب,negative,2,standard,0
مع الاسف غباء الاخوان يتكرر في كل حين,مع الاسف غباء الاخوان يتكرر في كل حين,اسف غباء اخوان تكرر,negative,2,standard,0
كذبتان لم اصدقهما حتى في المنام,كذبتان لم اصدقهما حتى في المنام,كذبتان اصدقهما منام,negative,2,standard,0
تقليد أعمى,تقليد أعمى,قليد أعمى,negative,2,standard,0
خبر لا اساس له من الصحة مجرد كذب,خبر لا اساس له من الصحة مجرد كذب,خبر اساس صحة مجرد كذب,negative,2,standard,0
اتساءل كثيرا عن جدوى المسيرات و المظاهرات و الاحتجاجات و الوقفات النظام المخزني لا يردعه شىء,اتساءل كثيرا عن جدوى المسيرات و المظاهرات و الاحتجاجات و الوقفات النظام المخزني لا يردعه شىء,اتساءل جدوى مسير مظاهر احتجاج وقف نظام مخزن ردع شىء,negative,2,standard,0
نحن نعرف ان دولتنا جبانة و لا تملك قرارها بيدها للأسف,نحن نعرف ان دولتنا جبانة و لا تملك قرارها بيدها للأسف,عرف ان دولت جبان ملك قرار يدها أسف,negative,2,standard,0
من يجند الاطفال مجرم و من يقتلهم سفاح,من يجند الاطفال مجرم و من يقتلهم سفاح,جند اطفال مجرم قتل فاح,negative,2,standard,0
انقلب السحر على الساحر انتظروا المزيد,انقلب السحر على الساحر انتظروا المزيد,سحر ساحر انتظروا مزيد,negative,2,standard,0
كلام فارغ,كلام فارغ,كلام ارغ,negative,2,standard,0
كفاكم من التملق لتحصلوا على اموال الشعب المنهوبة,كفاكم من التملق لتحصلوا على اموال الشعب المنهوبة,كفا تملق تحصلوا اموال شعب منهوب,negative,2,standard,0
التجنيد الاجباري في العالم للدفاع عن الوطن لكن عندنا لقمع و تركيع الشعب للأسف,التجنيد الاجباري في العالم للدفاع عن الوطن لكن عندنا لقمع و تركيع الشعب للأسف,تجنيد اجبار عالم دفاع وطن عند قمع ركيع شعب أسف,negative,2,standard,0
الشعب بجميع فئاته مغتصب من طرف المخزن,الشعب بجميع فئاته مغتصب من طرف المخزن,شعب جميع ئات مغتصب طرف مخزن,negative,2,standard,0
المخزن يسير بالوطن الى الهاوية,المخزن يسير بالوطن الى الهاوية,مخزن سير وطن الى هاوي,negative,2,standard,0
الشعب غبي بمتعلميه و امييه,الشعب غبي بمتعلميه و امييه,شعب غبي متعلمي اميي,negative,2,standard,0
هو الذي سيطر و لكنه انهزم هذا هو حال المنتخبات العربية و من ورائها الانظمة و الدول العربية,هو الذي سيطر و لكنه انهزم هذا هو حال المنتخبات العربية و من ورائها الانظمة و الدول العربية,يطر كنه انهزم حال منتخب عربي رائ انظم دول عربي,negative,2,standard,0
و ال سعود يذلهم الله على يد فاجر,و ال سعود يذلهم الله على يد فاجر,ال عود ذلهم الل يد اجر,negative,2,standard,0
عبيد الكرة يشعرون بالاهانة,عبيد الكرة يشعرون بالاهانة,عبيد كرة شعر اهان,negative,2,standard,0
للأسف تربيتم على السب و الشتم كالكلاب,للأسف تربيتم على السب و الشتم كالكلاب,أسف ربيتم السب شتم كلاب,negative,2,standard,0
اليسار ذهب الى مزبلة التاريخ,اليسار ذهب الى مزبلة التاريخ,يسار الى مزبل تاريخ,negative,2,standard,0
هذه ليست مروءة الجاهلية بل همجية اكلي البشر,هذه ليست مروءة الجاهلية بل همجية اكلي البشر,مروء جاهلي همجي اكل بشر,negative,2,standard,0
هل كتب على الريال أن تشقى ,هل كتب على الريال أن تشقى,كتب ريال شقى,negative,2,standard,0
فيموت المريض على يد طبيب نجح بالغش و تنهار البيوت على يد مهندس نجح بالغش,فيموت المريض على يد طبيب نجح بالغش و تنهار البيوت على يد مهندس نجح بالغش,يموت مريض يد طبيب نجح الغش نهار بيوت يد مهندس نجح الغش,negative,2,standard,0
 السياسيون في العالم كالقرود في الغابة إذا تشاجروا أفسدوا الزرع و إذا تصالحوا أكلوا الزرع,السياسيون في العالم كالقرود في الغابة إذا تشاجروا أفسدوا الزرع و إذا تصالحوا أكلوا الزرع,سياسي عالم قرود غاب شاجروا أفسدوا زرع صالحوا أكلوا زرع,negative,2,standard,0
مشاكلنا تبدأ عندما نتوقع الكثير من الآخرين ,مشاكلنا تبدأ عندما نتوقع الكثير من الآخرين,مشاكل بدأ عندما توقع كثير آخر,negative,2,standard,0
أسوأ الأشياء أن يكون فيك شركاء ,أسوأ الأشياء أن يكون فيك شركاء,أسوأ أشياء كون فيك شركاء,negative,2,standard,0
عقلية تهميش الشباب هي علة العلل في عدم تقدم الأوطان بمن فيه الشياب و الشباب ,عقلية تهميش الشباب هي علة العلل في عدم تقدم الأوطان بمن فيه الشياب و الشباب,عقلي هميش شباب علة علل عدم قدم أوطان شياب شباب,negative,2,standard,0
التواضع مع غير أهله مذلة ,التواضع مع غير أهله مذلة,تواضع أهل مذل,negative,2,standard,0
انسان بلا مبادئ,انسان بلا مبادئ,انسان بلا مبادئ,negative,2,standard,0
 كلنا حزينون ,كلنا حزينون,كلنا حزين,negative,2,standard,0
بعض الناس تركوا في نفسي تجربة علمتني كيف أبتعد عن أمثالهم في المستقبل ,بعض الناس تركوا في نفسي تجربة علمتني كيف أبتعد عن أمثالهم في المستقبل,ناس ركوا فسي جرب علمتن أبتعد أمثال مستقبل,negative,2,standard,0
 نتايا مكلخ,نتايا مكلخ,تايا مكلخ,negative,2,dialectal,1
لا تصنعوا من الحمقى مشاهير ,لا تصنعوا من الحمقى مشاهير,صنعوا حمقى مشاهير,negative,2,standard,0
أسوأ أنواع الموت أن تموت و أنت ترى ,أسوأ أنواع الموت أن تموت و أنت ترى,أسوأ أنواع موت موت ترى,negative,2,standard,0
منطقي مؤلم ,منطقي مؤلم,منطق مؤلم,negative,2,standard,0
معظم الخبثاء يظهرون بوجه طيب ,معظم الخبثاء يظهرون بوجه طيب,معظم خبثاء ظهر وجه طيب,negative,2,standard,0
من أقبح القبائح أن تحسب نفسك وحدك الصالح ,من أقبح القبائح أن تحسب نفسك وحدك الصالح,أقبح قبائح حسب فسك حدك صالح,negative,2,standard,0
كنت مفهوما بشكل خاطئ طيلة الوقت للأسف,كنت مفهوما بشكل خاطئ طيلة الوقت للأسف,مفهوما شكل خاطئ طيل وقت أسف,negative,2,standard,0
يعيش الطبيب على ضعف البشر يعيش المحامي على شر البشر و يعيش رجل الدين على غباء البشر ,يعيش الطبيب على ضعف البشر يعيش المحامي على شر البشر و يعيش رجل الدين على غباء البشر,عيش طبيب ضعف بشر عيش محام شر بشر عيش رجل دين غباء بشر,negative,2,standard,0
حققيقة صادمة للأسف ,حققيقة صادمة للأسف,حققيق صادم أسف,negative,2,standard,0
أسوأ من الظلم أن تستطيع تجاوز شعورك بأنك على خطأ أن يموت الضمير أن تعيش باسم الإنسان لكن ما بداخلك يشبه الصحراء خاوية رغم اتساعها ,أسوأ من الظلم أن تستطيع تجاوز شعورك بأنك على خطأ أن يموت الضمير أن تعيش باسم الإنسان لكن ما بداخلك يشبه الصحراء خاوية رغم اتساعها,أسوأ ظلم ستطيع جاوز شعور أنك خطأ موت ضمير عيش اسم إنسان داخل شبه صحراء خاوي رغم اتساع,negative,2,standard,0
ما أفظع أن تكون بلا أي رأي ,ما أفظع أن تكون بلا أي رأي,أفظع كون بلا رأي,negative,2,standard,0
الجو حزين مناسب لجونا ,الجو حزين مناسب لجونا,الجو حزين مناسب جونا,negative,2,standard,0
 مؤسف أن يتمنى الإنسان حقه ,مؤسف أن يتمنى الإنسان حقه,مؤسف تمنى إنسان حقه,negative,2,standard,0
 جواب ناقص و غير مقبول,جواب ناقص و غير مقبول,جواب اقص مقبول,negative,2,standard,0
 للأسف الشديد تخصصي ماشي بيطري ,للأسف الشديد تخصصي ماشي بيطري,أسف شديد خصص ماش يطر,negative,2,dialectal,1
إنها مهزلة عالمية على المباشر ,إنها مهزلة عالمية على المباشر,إنها مهزل عالمي مباشر,negative,2,standard,0
 لا استطيع للاسف ,لا استطيع للاسف,استطيع اسف,negative,2,standard,0
 كانت لحظة يأس,كانت لحظة يأس,كانت حظة يأس,negative,2,standard,0
 اذن المشكل مشكل ثقافة في الاساس ثقافة الحوار ثقافة تقبل الاخر ثقافة التعايش حتى ثقافة الحب ناقصة عندنا,اذن المشكل مشكل ثقافة في الاساس ثقافة الحوار ثقافة تقبل الاخر ثقافة التعايش حتى ثقافة الحب ناقصة عندنا,اذن مشكل مشكل ثقاف اساس ثقاف حوار ثقاف قبل اخر ثقاف تعايش ثقاف الحب اقص عند,negative,2,dialectal,1
 عجائب و غرائب الانسان لا تنتهي دائما صدمات للأسف,عجائب و غرائب الانسان لا تنتهي دائما صدمات للأسف,عجائب غرائب انسان نته دائما صدم أسف,negative,2,standard,0
 مصيبة هادي,مصيبة هادي,مصيب هاد,negative,2,dialectal,1
 التأمين المدرسي للتلاميذ سرقة موصوفة و تحت انظار الجميع ,التأمين المدرسي للتلاميذ سرقة موصوفة و تحت انظار الجميع,تأم مدرس تلاميذ رقة موصوف انظار جميع,negative,2,standard,0
 بلاش منو هاد الكادو ندمتونا,بلاش منو هاد الكادو ندمتونا,لاش منو كادو دمتو,negative,2,dialectal,1
 للاسف الشديد لقد حاولت جاهدا واخا مربحناش و لكن المهم هو المشاركة ,للاسف الشديد لقد حاولت جاهدا واخا مربحناش و لكن المهم هو المشاركة,اسف شديد لقد حاولت جاهدا مربحناش مهم مشارك,negative,2,dialectal,1
 لولا الاستعمار لازلنا نركب الدواب و البغال هادي حقيقة,لولا الاستعمار لازلنا نركب الدواب و البغال هادي حقيقة,استعمار ازل ركب دواب بغال هاد حقيق,negative,2,standard,0
 حامض,حامض,حامض,negative,2,dialectal,1
 الارهاب و القتل هي سياسة محضة و ان كانت بدواعي الدين و الارض و لكن اصول المشكل سياسي على ما اعتقد شخصيا ,الارهاب و القتل هي سياسة محضة و ان كانت بدواعي الدين و الارض و لكن اصول المشكل سياسي على ما اعتقد شخصيا,ارهاب قتل ياس محض ان كانت دواع دين ارض اصول مشكل ياس اعتقد شخصيا,negative,2,standard,0
 زادت على القياس عبودية ماشي غا تبعية,زادت على القياس عبودية ماشي غا تبعية,زادت قياس عبودي ماش غا بعي,negative,2,dialectal,1
 كلام مرفوض لأنه يدعو الى الكره و البغض,كلام مرفوض لأنه يدعو الى الكره و البغض,كلام مرفوض أنه دعو الى كره بغض,negative,2,standard,0
 معتبر نفسك صاحب حق و أنت غارق في جهلك,معتبر نفسك صاحب حق و أنت غارق في جهلك,معتبر فسك صاحب حق غارق جهل,negative,2,dialectal,1
 تعرفون التباكي و النفاق كالعادة,تعرفون التباكي و النفاق كالعادة,عرف تباك نفاق عاد,negative,2,standard,0
 شوية و تبان على حقيقتك الوسخة,شوية و تبان على حقيقتك الوسخة,شوي بان حقيقت وسخ,negative,2,dialectal,1
 الحكرة خايبة لكن كما تدين تدان,الحكرة خايبة لكن كما تدين تدان,حكر خايب دين دان,negative,2,dialectal,1
 شفتي نيتك ناقصة ,شفتي نيتك ناقصة,شفت يتك اقص,negative,2,dialectal,1
مشاكل كبيرة أمر بها,مشاكل كبيرة أمر بها,مشاكل كبير أمر,negative,2,standard,0
تبا لقد وقعنا في الفخ,تبا لقد وقعنا في الفخ,تبا لقد قعنا الفخ,negative,2,standard,0
 النفاق في أبهى صوره ,النفاق في أبهى صوره,نفاق أبهى صور,negative,2,standard,0
 ما بقاش يحشم,ما بقاش يحشم,قاش حشم,negative,2,dialectal,1
 كتموت على الرديلة انت,كتموت على الرديلة انت,كتموت رديل,negative,2,dialectal,1
الجهل و التخلف,الجهل و التخلف,جهل تخلف,negative,2,standard,0
لا يفلح الساحر حيت أتى,لا يفلح الساحر حيت أتى,فلح ساحر حيت أتى,negative,2,standard,0
ينعل بوها كرة فهاد البلاد,ينعل بوها كرة فهاد البلاد,نعل وها كرة هاد بلاد,negative,2,dialectal,1
كاين اللي لا زين لا أخلاق,كاين اللي لا زين لا أخلاق,الل زين أخلاق,negative,2,dialectal,1
 مابقى لا احترام لاوالو,مابقى لا احترام لاوالو,مابقى احترام اوالو,negative,2,dialectal,1
حساب عسير ,حساب عسير,حساب عسير,negative,2,standard,0
 فلوس حرام ,فلوس حرام,لوس حرام,negative,2,dialectal,1
كاينة واحد فئة من جماهير ريال العربية قمة الحقد والكراهية ولا يعرفون ان كرة القدم مرة لك ومرة عليك ,كاينة واحد فئة من جماهير ريال العربية قمة الحقد والكراهية ولا يعرفون ان كرة القدم مرة لك ومرة عليك,فئة جماهير عربي قمة حقد الكراهي عرف ان كرة قدم مرة مرة,negative,2,dialectal,1
قلت ليكم ان بارصا فريق ضعيف جدا جدا,قلت ليكم ان بارصا فريق ضعيف جدا جدا,قلت يكم ان ارصا ريق ضعيف جدا جدا,negative,2,dialectal,1
 حاقد ,حاقد,حاقد,negative,2,standard,0
 قهرتنا غير ببلاغات,قهرتنا غير ببلاغات,قهرت بلاغ,negative,2,dialectal,1
اعتزل متابعته طريقة مملة للغاية ,اعتزل متابعته طريقة مملة للغاية,اعتزل متابعت طريق ممل غاي,negative,2,standard,0
عمرني شفت بارصا تلعب بهذا اسلوب حقير فقير,عمرني شفت بارصا تلعب بهذا اسلوب حقير فقير,عمرن شفت ارصا لعب هذا اسلوب حقير قير,negative,2,dialectal,1
 كلاسيكو اصبح بدون متعة ,كلاسيكو اصبح بدون متعة,كلاسيكو اصبح دون متع,negative,2,standard,0
 نتا ماشي راجل محترم وغير جدير بالإحترام,نتا ماشي راجل محترم وغير جدير بالإحترام,ماش راجل محترم غير جدير إحترام,negative,2,dialectal,1
 نتا ماشي رجل من كلام باينة كاع مامربي,نتا ماشي رجل من كلام باينة كاع مامربي,ماش رجل كلام اين كاع مامرب,negative,2,dialectal,1
 ديما جمهور ردجا كدير كوارث,ديما جمهور ردجا كدير كوارث,ديما جمهور ردجا كدير كوارث,negative,2,dialectal,1
 ليست ضربة جزاء مجرد تحايل على حكم,ليست ضربة جزاء مجرد تحايل على حكم,ضرب جزاء مجرد حايل حكم,negative,2,standard,0
 حسبنا الله ونعم الوكيل فكل ظالمين,حسبنا الله ونعم الوكيل فكل ظالمين,حسب الل نعم وكيل فكل ظالم,negative,2,standard,0
 حقد والكراهية لكاينة هنا سلامة واصافي,حقد والكراهية لكاينة هنا سلامة واصافي,حقد الكراهي كاين لام اصاف,negative,2,dialectal,1
 الحقد والكراهية بنت حرام,الحقد والكراهية بنت حرام,حقد الكراهي بنت حرام,negative,2,dialectal,1
 تحكيم المغربي فاسد وظالم فحق الوداد فقط,تحكيم المغربي فاسد وظالم فحق الوداد فقط,حكيم مغرب اسد ظالم فحق وداد فقط,negative,2,dialectal,1
 خلق مشاكل كبيرة لبرشلونة,خلق مشاكل كبيرة لبرشلونة,خلق مشاكل كبير برشلون,negative,2,standard,0
 مدرب غبي,مدرب غبي,مدرب غبي,negative,2,standard,0
ظلم بلاد كحلة ,ظلم بلاد كحلة,ظلم لاد كحل,negative,2,dialectal,1
 شخصية فاشلة ,شخصية فاشلة,شخصي اشل,negative,2,standard,0
 لا اتفق معك الشعب المغربي ماشي القطيع,لا اتفق معك الشعب المغربي ماشي القطيع,اتفق معك شعب مغرب ماش قطيع,negative,2,dialectal,1
 حكم مسبق وغير عادل,حكم مسبق وغير عادل,حكم مسبق غير عادل,negative,2,standard,0
 الاغلبية الساحقة تمارس الرذيلة وتدعي علينا الشرف ,الاغلبية الساحقة تمارس الرذيلة وتدعي علينا الشرف,اغلبي ساحق مارس رذيل تدع علي شرف,negative,2,standard,0
